N,P,K,target
78.9,64.24,61.28,Tomato
89.95,9.57,28.44,Tomato
75.98,100.83,94.38,Tomato
85.47,72.62,50.27,Tomato
74.06,-10.53,56.35,Tomato
78.8,-12.4,54.21,Tomato
85.47,41.83,76.42,Tomato
81.7,68.99,85.08,Tomato
91.62,157.24,87.92,Tomato
74.0,99.41,17.69,Tomato
86.39,-1.02,68.55,Tomato
85.82,72.87,24.69,Tomato
62.8,38.26,65.56,Tomato
80.79,-33.53,63.52,Tomato
97.75,-44.85,37.55,Tomato
84.25,134.89,11.28,Tomato
70.52,120.02,88.39,Tomato
75.28,60.25,64.13,Tomato
55.3,26.45,92.86,Tomato
84.06,92.05,93.23,Tomato
76.32,95.95,7.17,Tomato
69.89,144.59,60.87,Tomato
77.86,63.26,78.03,Tomato
102.1,163.42,47.2,Tomato
61.32,-8.67,35.54,Tomato
84.25,62.33,104.61,Tomato
71.52,62.65,74.57,Tomato
78.59,102.78,11.37,Tomato
79.81,44.55,79.34,Tomato
83.56,38.92,75.39,Tomato
61.73,133.29,41.78,Tomato
104.96,93.76,69.99,Tomato
72.55,103.21,66.89,Tomato
75.68,109.9,93.96,Tomato
97.6,96.17,29.95,Tomato
63.56,111.17,63.2,Tomato
60.77,79.33,76.36,Tomato
86.28,73.14,96.68,Tomato
77.61,97.12,39.94,Tomato
85.53,38.16,17.85,Tomato
77.0,80.83,75.52,Tomato
89.82,107.1,49.93,Tomato
91.32,48.12,101.53,Tomato
94.91,57.14,48.55,Tomato
74.27,67.68,82.75,Tomato
81.36,53.29,63.6,Tomato
65.81,67.73,9.53,Tomato
77.41,34.76,65.34,Tomato
76.09,-50.59,97.51,Tomato
88.33,62.03,59.69,Tomato
85.79,130.14,62.35,Tomato
64.8,-16.32,87.9,Tomato
61.73,50.12,32.38,Tomato
64.43,47.04,54.83,Tomato
81.29,44.74,61.13,Tomato
69.69,45.04,47.94,Tomato
89.87,12.05,8.47,Tomato
70.97,149.48,76.39,Tomato
88.42,30.71,59.79,Tomato
84.71,42.55,34.15,Tomato
88.9,32.57,26.33,Tomato
75.34,61.69,57.67,Tomato
95.57,166.24,71.53,Tomato
70.84,60.11,87.38,Tomato
77.64,22.5,107.99,Tomato
49.32,52.93,21.91,Tomato
88.24,116.15,51.94,Tomato
85.88,70.75,78.36,Tomato
74.35,133.8,106.3,Tomato
69.4,45.02,60.25,Tomato
68.97,78.64,62.05,Tomato
70.45,74.7,59.7,Tomato
59.0,30.02,50.11,Tomato
83.72,121.41,66.07,Tomato
87.79,104.53,83.01,Tomato
71.02,109.59,36.46,Tomato
82.65,95.69,66.2,Tomato
87.15,136.05,55.52,Tomato
88.86,53.32,137.4,Tomato
72.9,-20.81,52.07,Tomato
97.95,89.52,24.53,Tomato
64.38,-23.01,56.7,Tomato
83.76,118.7,58.49,Tomato
86.52,85.81,70.06,Tomato
69.74,63.8,0.26,Tomato
101.29,35.74,49.28,Tomato
87.08,81.26,80.62,Tomato
66.21,70.52,58.77,Tomato
74.31,62.08,49.11,Tomato
69.8,92.84,10.03,Tomato
81.34,69.09,54.55,Tomato
82.09,57.43,88.96,Tomato
87.48,7.25,108.02,Tomato
78.94,73.84,85.42,Tomato
68.31,-4.94,105.05,Tomato
58.0,145.51,75.44,Tomato
71.72,70.49,73.43,Tomato
85.23,66.11,68.87,Tomato
72.83,69.44,88.13,Tomato
80.41,26.52,95.35,Tomato
73.77,181.03,68.57,Tomato
76.53,118.53,57.06,Tomato
81.36,116.81,29.3,Tomato
64.64,64.62,60.99,Tomato
83.93,136.2,25.92,Tomato
79.03,52.66,60.48,Tomato
76.82,106.82,116.95,Tomato
73.66,101.86,41.05,Tomato
88.88,22.16,95.01,Tomato
75.22,40.99,39.54,Tomato
81.29,-10.3,85.2,Tomato
66.48,9.2,67.85,Tomato
84.59,91.76,51.29,Tomato
76.2,56.42,56.51,Tomato
89.44,94.49,72.26,Tomato
70.97,48.03,118.47,Tomato
82.45,31.09,13.33,Tomato
71.13,61.38,48.07,Tomato
86.16,129.37,78.86,Tomato
72.63,126.2,25.57,Tomato
68.32,69.17,103.95,Tomato
84.14,23.21,37.54,Tomato
101.12,12.86,54.11,Tomato
71.8,115.36,32.33,Tomato
99.84,197.18,57.36,Tomato
71.95,39.75,117.79,Tomato
95.75,118.26,17.92,Tomato
86.64,60.14,67.32,Tomato
70.85,25.57,15.89,Tomato
66.89,143.29,68.42,Tomato
85.56,38.42,38.73,Tomato
70.53,89.62,32.15,Tomato
87.54,118.52,54.86,Tomato
93.67,45.02,92.0,Tomato
78.75,61.2,57.49,Tomato
71.17,83.07,71.31,Tomato
98.86,165.31,21.84,Tomato
80.76,85.53,85.04,Tomato
74.9,82.6,-17.85,Tomato
85.71,55.53,49.81,Tomato
84.72,86.06,72.1,Tomato
85.58,80.67,47.67,Tomato
101.67,69.11,32.19,Tomato
73.51,87.76,36.25,Tomato
79.57,75.61,99.49,Tomato
64.72,21.64,62.14,Tomato
72.66,91.25,79.17,Tomato
68.19,18.55,79.33,Tomato
67.17,111.46,86.77,Tomato
86.86,102.7,93.22,Tomato
67.43,19.4,27.66,Tomato
73.06,101.84,85.59,Tomato
98.67,62.24,48.12,Tomato
95.05,107.18,72.51,Tomato
96.34,79.91,89.83,Tomato
99.82,66.18,84.87,Tomato
82.08,44.68,39.47,Tomato
86.91,25.53,39.25,Tomato
89.72,93.92,47.51,Tomato
76.76,80.41,18.02,Tomato
82.67,114.28,93.72,Tomato
70.74,50.61,48.38,Tomato
72.34,4.07,31.29,Tomato
84.94,69.66,73.3,Tomato
75.56,27.23,33.56,Tomato
68.51,38.89,47.11,Tomato
68.97,14.31,43.04,Tomato
79.85,108.4,55.32,Tomato
72.87,11.87,44.47,Tomato
66.93,104.94,50.44,Tomato
95.5,136.16,77.35,Tomato
103.32,155.98,63.47,Tomato
71.48,30.5,41.32,Tomato
67.55,70.32,98.16,Tomato
80.31,131.69,74.27,Tomato
69.14,23.83,48.83,Tomato
86.89,10.4,62.92,Tomato
69.33,33.51,47.65,Tomato
67.18,79.56,-0.44,Tomato
67.52,30.2,84.82,Tomato
88.74,109.77,116.63,Tomato
86.62,61.92,70.04,Tomato
83.22,54.37,108.71,Eggplant
69.26,40.73,69.25,Eggplant
81.26,103.36,70.04,Eggplant
82.26,104.61,44.84,Eggplant
59.62,80.92,43.08,Eggplant
79.78,52.62,51.66,Eggplant
92.88,78.05,94.66,Eggplant
96.53,67.18,94.71,Eggplant
103.02,10.29,74.9,Eggplant
85.14,72.55,70.15,Eggplant
85.73,44.27,38.52,Eggplant
92.43,67.29,91.33,Eggplant
94.39,50.4,60.37,Eggplant
74.23,40.56,57.72,Eggplant
88.45,90.62,88.56,Eggplant
74.4,41.52,17.78,Eggplant
71.62,63.06,54.65,Eggplant
64.12,2.45,94.19,Eggplant
86.81,67.69,92.35,Eggplant
85.5,65.05,1.92,Eggplant
58.33,15.28,27.79,Eggplant
53.63,0.15,70.43,Eggplant
64.01,63.23,81.47,Eggplant
86.27,92.14,31.39,Eggplant
73.82,37.06,18.31,Eggplant
61.5,12.93,21.16,Eggplant
85.68,52.28,67.31,Eggplant
77.41,10.34,71.79,Eggplant
90.78,60.07,18.41,Eggplant
92.39,-20.43,47.3,Eggplant
91.92,56.76,53.68,Eggplant
69.2,35.85,81.0,Eggplant
98.84,46.91,94.39,Eggplant
79.19,42.6,94.07,Eggplant
77.03,24.87,27.0,Eggplant
71.98,72.04,77.25,Eggplant
78.06,45.36,68.2,Eggplant
88.34,52.77,-14.91,Eggplant
94.76,53.85,101.75,Eggplant
64.34,30.61,90.89,Eggplant
86.5,12.12,51.67,Eggplant
67.59,23.12,18.41,Eggplant
94.75,29.42,99.68,Eggplant
81.74,82.34,49.96,Eggplant
78.76,95.94,20.02,Eggplant
71.21,82.88,70.84,Eggplant
76.55,47.17,41.58,Eggplant
74.39,106.04,40.58,Eggplant
94.18,72.39,78.12,Eggplant
88.47,25.53,93.66,Eggplant
70.93,56.69,47.46,Eggplant
92.26,108.6,67.65,Eggplant
77.7,76.8,62.48,Eggplant
91.27,6.82,77.01,Eggplant
82.82,60.53,49.92,Eggplant
70.93,59.5,25.97,Eggplant
65.13,57.19,46.48,Eggplant
81.08,84.72,-15.76,Eggplant
90.57,17.43,98.79,Eggplant
79.81,45.8,31.98,Eggplant
80.57,40.42,39.5,Eggplant
69.05,99.53,28.92,Eggplant
67.45,22.3,72.19,Eggplant
90.04,58.43,13.4,Eggplant
83.28,22.81,10.64,Eggplant
70.87,80.82,93.34,Eggplant
79.37,33.44,38.42,Eggplant
73.69,70.14,46.04,Eggplant
92.09,-16.78,11.61,Eggplant
83.2,67.57,36.05,Eggplant
79.59,40.58,109.35,Eggplant
84.11,70.95,66.18,Eggplant
90.88,41.59,110.64,Eggplant
55.59,131.61,64.46,Eggplant
88.04,59.23,51.69,Eggplant
75.36,48.85,101.72,Eggplant
84.83,45.85,87.24,Eggplant
89.17,65.53,25.22,Eggplant
76.57,47.55,49.15,Eggplant
84.47,95.32,72.34,Eggplant
78.88,17.82,57.05,Eggplant
83.12,25.9,64.34,Eggplant
85.25,78.83,26.44,Eggplant
83.09,13.15,52.75,Eggplant
77.23,91.82,33.82,Eggplant
78.14,52.46,14.07,Eggplant
90.29,16.37,59.27,Eggplant
73.52,26.4,88.49,Eggplant
80.59,46.85,116.57,Eggplant
86.72,34.35,119.47,Eggplant
91.6,63.02,92.68,Eggplant
77.37,29.06,23.36,Eggplant
78.55,40.25,53.42,Eggplant
82.13,87.16,22.63,Eggplant
98.37,46.21,18.25,Eggplant
57.98,88.44,106.91,Eggplant
79.32,75.33,26.74,Eggplant
76.83,60.36,43.56,Eggplant
85.68,42.68,73.08,Eggplant
91.89,16.88,67.36,Eggplant
78.59,-4.37,58.42,Eggplant
73.19,39.23,43.95,Eggplant
93.72,26.28,47.47,Eggplant
78.7,71.1,22.35,Eggplant
83.59,80.35,54.51,Eggplant
84.01,41.84,55.16,Eggplant
75.2,45.47,88.45,Eggplant
80.43,80.89,91.65,Eggplant
77.11,52.85,78.23,Eggplant
66.85,84.05,34.05,Eggplant
86.51,60.25,-15.78,Eggplant
86.81,69.37,39.65,Eggplant
77.24,97.63,44.92,Eggplant
69.66,34.81,90.85,Eggplant
79.35,72.14,52.28,Eggplant
94.34,96.63,41.96,Eggplant
81.01,70.04,82.61,Eggplant
89.23,28.86,52.44,Eggplant
66.22,35.06,71.59,Eggplant
86.25,17.37,18.26,Eggplant
85.94,68.99,142.72,Eggplant
87.41,84.13,93.27,Eggplant
86.5,43.97,59.46,Eggplant
83.34,78.15,102.87,Eggplant
78.63,-5.28,90.81,Eggplant
88.09,81.78,42.87,Eggplant
76.65,77.03,54.96,Eggplant
72.94,82.11,27.67,Eggplant
89.54,39.96,52.15,Eggplant
86.19,50.75,76.5,Eggplant
99.83,1.75,96.3,Eggplant
85.47,70.89,29.09,Eggplant
98.05,113.55,50.91,Eggplant
99.23,69.78,111.53,Eggplant
80.5,73.24,31.97,Eggplant
68.3,30.74,16.51,Eggplant
77.24,51.97,69.59,Eggplant
91.42,30.57,55.4,Eggplant
74.37,58.26,74.53,Eggplant
98.57,62.4,74.76,Eggplant
86.99,8.28,103.2,Eggplant
87.77,-3.1,129.16,Eggplant
87.3,1.46,60.86,Eggplant
69.45,96.87,35.94,Eggplant
70.48,81.48,21.83,Eggplant
66.75,45.33,88.11,Eggplant
70.74,39.42,56.66,Eggplant
63.72,42.15,62.84,Eggplant
71.12,96.58,67.13,Eggplant
81.53,70.76,113.95,Eggplant
78.03,50.57,46.64,Eggplant
65.35,69.53,89.25,Eggplant
72.65,62.14,28.13,Eggplant
77.26,18.8,86.04,Eggplant
86.63,-7.74,56.33,Eggplant
80.67,21.97,83.35,Eggplant
68.77,37.2,102.34,Eggplant
56.16,26.12,84.95,Eggplant
86.59,42.66,81.02,Eggplant
77.84,-4.36,81.15,Eggplant
81.15,21.92,15.85,Eggplant
77.25,32.63,27.39,Eggplant
87.97,137.31,65.66,Eggplant
73.46,32.14,23.39,Eggplant
86.45,36.91,39.85,Eggplant
87.65,40.27,80.34,Eggplant
79.79,66.14,52.74,Eggplant
71.38,-21.4,41.16,Eggplant
74.94,71.4,45.58,Eggplant
68.82,64.49,36.18,Eggplant
79.21,34.43,16.94,Eggplant
79.36,50.17,59.99,Eggplant
80.74,33.02,43.38,Eggplant
77.46,29.43,98.28,Eggplant
83.67,96.5,48.38,Eggplant
71.06,77.5,75.27,Eggplant
72.24,106.98,49.03,Eggplant
83.68,5.12,83.21,Eggplant
75.8,48.01,97.43,Eggplant
79.02,31.63,51.92,Eggplant
105.05,37.4,63.4,Eggplant
81.58,94.69,69.07,Eggplant
75.55,11.39,60.05,Eggplant
68.7,21.0,87.52,Eggplant
51.29,40.5,51.93,Eggplant
87.31,112.6,1.05,Eggplant
76.78,46.91,-14.26,Eggplant
91.79,45.19,69.44,Eggplant
74.67,86.0,50.6,Eggplant
68.96,51.62,84.5,Eggplant
66.14,56.89,75.51,Eggplant
85.94,36.37,47.71,Eggplant
85.08,-2.83,58.68,Eggplant
54.22,99.7,81.26,Eggplant
66.99,45.24,34.57,Eggplant
96.04,64.12,-12.99,Eggplant
72.77,61.97,135.92,Eggplant
69.72,47.15,107.2,Eggplant
96.56,38.96,30.28,Eggplant
92.57,32.97,50.98,Eggplant
69.43,70.63,89.99,Eggplant
67.33,46.67,43.1,Eggplant
101.31,78.9,121.9,Eggplant
85.71,92.05,44.67,Eggplant
68.49,18.09,48.17,Eggplant
83.98,83.2,36.61,Eggplant
89.45,77.77,39.56,Eggplant
78.56,32.87,-0.06,Eggplant
74.88,5.38,37.29,Eggplant
75.87,9.11,81.04,Eggplant
96.58,75.42,105.18,Eggplant
74.64,49.11,48.3,Eggplant
85.02,76.12,85.95,Eggplant
80.62,53.5,43.83,Eggplant
90.49,29.69,88.96,Eggplant
71.76,76.92,-4.64,Eggplant
76.0,60.48,103.93,Eggplant
87.1,78.37,43.39,Eggplant
85.07,27.72,129.15,Eggplant
73.83,-2.65,82.31,Eggplant
89.03,102.24,62.12,Eggplant
64.88,56.17,82.15,Eggplant
80.34,61.92,47.68,Eggplant
82.34,5.36,47.58,Eggplant
82.23,9.13,44.52,Eggplant
88.51,24.78,92.89,Eggplant
55.37,54.58,74.31,Eggplant
88.37,66.91,80.39,Eggplant
71.67,37.81,17.72,Eggplant
87.43,12.12,30.82,Eggplant
88.66,-4.66,41.79,Eggplant
75.99,19.37,33.09,Eggplant
73.75,68.63,52.13,Eggplant
67.6,33.55,113.84,Eggplant
76.69,10.61,79.09,Eggplant
78.44,77.89,29.85,Eggplant
75.22,64.23,98.12,Eggplant
83.5,112.79,39.17,Eggplant
72.71,14.92,23.43,Eggplant
76.5,39.49,16.12,Eggplant
88.8,59.46,34.53,Eggplant
80.07,30.5,29.77,Eggplant
82.5,47.62,57.48,Eggplant
80.1,90.84,52.17,Eggplant
84.33,36.02,36.58,Eggplant
96.07,1.03,37.22,Eggplant
96.51,69.27,20.75,Eggplant
71.24,41.94,2.3,Eggplant
84.4,85.19,39.7,Eggplant
94.3,83.26,108.42,Eggplant
83.19,9.4,74.48,Eggplant
87.75,35.53,116.71,Eggplant
78.64,48.23,118.95,Eggplant
78.68,51.89,38.27,Eggplant
82.74,40.32,71.09,Eggplant
86.69,30.36,33.45,Eggplant
74.78,82.17,48.03,Eggplant
72.01,38.44,82.29,Eggplant
74.23,70.31,60.8,Eggplant
79.43,57.16,56.71,Eggplant
77.85,72.37,149.95,Eggplant
69.09,71.17,33.79,Eggplant
70.33,45.38,48.31,Eggplant
74.09,70.46,48.39,Eggplant
58.3,12.54,62.43,Eggplant
86.98,32.08,82.18,Eggplant
88.19,93.15,81.13,Eggplant
80.01,79.23,81.29,Eggplant
104.11,22.13,50.36,Eggplant
73.29,39.13,-0.87,Eggplant
71.64,11.08,56.47,Eggplant
89.48,58.18,58.84,Eggplant
65.78,23.79,36.44,Eggplant
65.61,50.62,-37.21,Eggplant
76.56,117.25,96.08,Eggplant
92.29,39.04,93.07,Eggplant
99.86,10.92,71.51,Eggplant
80.44,71.01,47.54,Eggplant
74.19,41.48,78.98,Eggplant
80.38,23.32,56.41,Eggplant
89.54,82.53,26.81,Eggplant
67.85,85.63,25.73,Eggplant
83.64,69.8,100.34,Eggplant
56.34,65.75,140.4,Eggplant
87.43,42.86,76.45,Eggplant
69.05,61.3,40.24,Eggplant
79.47,-23.97,102.42,Eggplant
80.53,62.62,30.13,Eggplant
73.11,67.24,94.83,Eggplant
73.04,22.97,55.71,Eggplant
75.72,-31.22,98.25,Eggplant
82.15,19.12,118.4,Eggplant
70.23,131.44,91.51,Eggplant
88.28,4.9,52.82,Eggplant
86.26,49.96,68.07,Eggplant
84.06,24.53,-3.66,Eggplant
81.18,18.4,60.75,Eggplant
82.38,14.76,72.36,Eggplant
75.35,81.28,100.5,Eggplant
62.13,14.15,21.73,Eggplant
87.62,84.11,94.21,Eggplant
102.52,76.82,24.21,Eggplant
66.79,38.65,59.73,Eggplant
80.06,-3.05,99.6,Eggplant
80.16,34.29,81.82,Eggplant
90.34,59.79,12.7,Eggplant
82.02,78.23,66.63,Eggplant
75.16,69.67,3.28,Eggplant
71.54,68.72,50.64,Eggplant
77.19,34.53,46.01,Eggplant
81.91,51.36,35.87,Eggplant
87.96,18.93,66.23,Eggplant
89.57,62.82,66.62,Eggplant
86.29,69.7,77.58,Eggplant
89.43,50.75,123.06,Eggplant
71.29,41.88,12.91,Eggplant
83.5,63.46,78.33,Eggplant
68.29,75.6,79.89,Eggplant
61.48,41.32,70.96,Eggplant
67.81,46.72,60.39,Eggplant
78.04,40.5,40.53,Eggplant
71.69,24.62,84.45,Eggplant
63.95,42.3,27.35,Eggplant
78.45,53.31,113.0,Eggplant
91.03,32.43,101.26,Eggplant
97.66,33.67,74.35,Eggplant
87.27,35.03,94.1,Eggplant
63.88,57.81,85.6,Eggplant
80.53,57.69,64.79,Eggplant
85.72,12.18,53.55,Eggplant
80.89,18.1,3.21,Eggplant
75.84,20.5,52.5,Eggplant
89.97,1.49,76.55,Eggplant
80.54,44.27,58.99,Eggplant
73.13,12.67,32.25,Eggplant
70.4,67.0,25.55,Eggplant
82.04,62.11,65.12,Eggplant
79.85,81.61,91.81,Eggplant
76.89,70.16,74.45,Eggplant
72.54,47.49,42.38,Eggplant
74.16,17.21,32.2,Eggplant
84.12,53.15,66.07,Eggplant
92.06,88.69,52.09,Eggplant
77.08,60.76,19.39,Eggplant
70.8,25.25,47.7,Eggplant
67.94,100.94,51.69,Eggplant
87.76,79.39,79.01,Eggplant
78.78,5.99,55.76,Eggplant
86.29,49.11,56.43,Eggplant
65.88,52.27,51.21,Eggplant
80.11,80.15,101.76,Eggplant
72.2,61.1,96.65,Eggplant
75.16,54.54,61.79,Eggplant
97.42,-9.41,81.07,Eggplant
73.81,89.7,47.19,Eggplant
74.57,49.23,43.43,Eggplant
77.57,34.38,107.59,Eggplant
86.63,64.2,39.15,Eggplant
87.0,35.91,39.09,Eggplant
100.69,21.85,60.6,Eggplant
80.46,29.71,83.48,Eggplant
84.76,55.24,88.97,Eggplant
79.99,38.65,76.11,Eggplant
83.85,105.7,94.71,Eggplant
73.3,74.34,56.4,Eggplant
70.82,32.48,69.73,Eggplant
82.89,7.4,4.97,Eggplant
93.99,62.51,55.38,Eggplant
94.26,28.73,7.81,Eggplant
73.27,28.71,24.84,Eggplant
86.74,36.76,101.9,Eggplant
67.49,98.83,51.59,Eggplant
71.95,10.99,74.97,Eggplant
80.59,33.3,72.36,Eggplant
87.61,42.27,53.22,Eggplant
69.62,55.13,24.53,Eggplant
75.02,75.57,60.12,Eggplant
85.38,32.05,51.38,Eggplant
66.44,65.24,66.16,Eggplant
83.55,38.79,48.08,Eggplant
90.35,48.72,37.43,Eggplant
83.0,100.23,62.09,Eggplant
86.8,26.28,40.47,Eggplant
68.98,41.84,45.36,Eggplant
76.32,51.09,105.21,Eggplant
65.4,15.73,63.48,Eggplant
93.25,52.47,93.77,Eggplant
73.03,79.4,72.5,Eggplant
88.55,114.89,53.2,Eggplant
80.37,114.8,60.68,Eggplant
80.68,71.91,52.09,Eggplant
77.5,93.19,78.18,Eggplant
87.26,96.78,108.63,Eggplant
74.67,37.25,76.16,Eggplant
90.02,64.48,46.88,Eggplant
80.32,36.5,28.32,Eggplant
72.12,81.98,103.42,Eggplant
77.96,48.13,79.37,Eggplant
69.65,35.53,48.26,Eggplant
83.27,46.08,36.83,Eggplant
85.09,72.05,111.64,Eggplant
67.29,118.01,69.33,Eggplant
73.58,78.0,96.54,Eggplant
61.36,49.55,94.01,Eggplant
67.74,65.08,54.31,Eggplant
79.02,47.28,71.12,Eggplant
77.11,87.51,25.72,Eggplant
74.02,63.16,24.58,Eggplant
82.1,37.82,112.35,Eggplant
67.89,26.4,38.97,Eggplant
84.66,17.87,43.15,Eggplant
87.08,64.11,55.57,Eggplant
72.05,131.34,50.78,Eggplant
85.06,27.32,44.14,Eggplant
103.86,10.57,63.98,Eggplant
57.87,80.4,90.95,Eggplant
100.42,39.16,73.67,Eggplant
71.1,68.52,77.32,Eggplant
70.89,61.86,75.1,Eggplant
82.62,29.56,-21.97,Eggplant
72.71,54.64,65.18,Eggplant
72.7,31.59,82.32,Eggplant
71.19,85.26,150.77,Eggplant
61.23,70.27,114.0,Eggplant
60.37,39.13,44.3,Eggplant
95.06,33.81,80.73,Eggplant
88.34,44.01,111.8,Eggplant
65.2,-20.25,62.93,Eggplant
73.09,77.94,44.74,Eggplant
78.28,50.08,55.62,Eggplant
92.89,-12.05,22.11,Eggplant
88.2,92.99,60.26,Eggplant
96.49,41.19,86.66,Eggplant
88.34,91.33,75.28,Eggplant
86.03,21.64,34.73,Eggplant
71.46,56.55,78.08,Eggplant
76.93,84.53,103.73,Eggplant
89.54,67.09,19.03,Eggplant
69.51,95.41,102.85,Eggplant
60.26,72.74,59.94,Eggplant
71.69,96.83,85.16,Eggplant
79.12,32.79,104.99,Eggplant
75.28,59.55,82.65,Eggplant
105.93,51.76,69.77,Eggplant
75.74,33.28,58.36,Eggplant
90.63,109.27,59.86,Eggplant
65.04,56.64,93.59,Eggplant
100.44,60.01,86.65,Eggplant
73.9,93.64,142.44,Eggplant
78.38,53.99,60.11,Eggplant
86.15,71.21,94.88,Eggplant
75.69,78.91,73.04,Eggplant
69.23,64.45,65.93,Eggplant
73.39,22.4,87.71,Eggplant
90.75,51.85,96.42,Eggplant
71.96,42.78,49.16,Eggplant
94.35,87.88,106.09,Eggplant
93.41,40.77,46.96,Eggplant
80.68,71.31,55.25,Eggplant
71.71,82.22,85.72,Eggplant
57.63,31.91,50.39,Eggplant
80.65,60.18,92.16,Eggplant
100.13,44.19,9.0,Eggplant
66.44,38.22,97.54,Eggplant
87.77,62.87,20.99,Eggplant
69.31,84.23,52.21,Eggplant
66.47,119.1,12.95,Eggplant
69.58,23.05,51.15,Eggplant
77.75,103.64,67.81,Eggplant
82.15,45.32,38.62,Eggplant
92.01,56.33,106.92,Eggplant
90.64,26.85,47.83,Eggplant
85.47,91.51,26.83,Eggplant
72.21,39.73,-1.0,Eggplant
58.29,56.52,53.82,Eggplant
88.94,31.14,74.99,Eggplant
94.35,50.82,54.86,Eggplant
82.74,108.0,64.18,Eggplant
70.14,3.42,45.89,Eggplant
73.2,48.59,120.74,Eggplant
87.17,121.06,15.55,Eggplant
97.34,34.19,32.44,Eggplant
78.32,49.44,65.13,Eggplant
77.28,52.6,92.98,Eggplant
70.82,91.03,65.65,Eggplant
78.12,43.24,70.15,Eggplant
89.75,24.28,46.05,Eggplant
80.77,24.61,56.23,Eggplant
89.14,10.09,52.51,Eggplant
72.83,47.19,33.85,Eggplant
83.34,-18.68,99.1,Eggplant
79.16,80.41,81.45,Eggplant
97.11,72.32,54.33,Eggplant
86.45,33.43,62.22,Eggplant
78.19,6.27,91.8,Eggplant
72.24,43.79,24.63,Eggplant
86.31,104.48,64.72,Eggplant
89.98,8.37,59.18,Eggplant
65.36,36.89,44.98,Eggplant
66.49,78.54,72.5,Eggplant
88.51,26.65,57.92,Eggplant
83.38,6.37,66.9,Eggplant
74.49,71.12,60.73,Eggplant
81.47,16.87,51.18,Eggplant
69.64,72.45,76.54,Eggplant
85.8,17.23,53.43,Eggplant
94.62,50.01,43.23,Eggplant
90.74,32.14,59.38,Eggplant
83.86,22.09,68.98,Eggplant
82.8,62.82,42.93,Eggplant
78.8,72.18,63.7,Eggplant
81.93,59.06,32.55,Eggplant
69.02,56.0,112.17,Eggplant
102.92,114.78,30.57,Eggplant
74.98,22.77,37.07,Eggplant
95.53,146.21,15.53,Eggplant
77.4,74.72,51.26,Eggplant
87.36,4.22,61.75,Eggplant
78.18,50.55,75.38,Eggplant
77.01,39.98,84.41,Eggplant
91.63,62.32,96.55,Eggplant
69.21,58.85,50.36,Eggplant
80.03,69.03,78.73,Eggplant
99.47,29.5,62.23,Eggplant
84.37,55.86,48.37,Eggplant
72.82,69.77,100.0,Eggplant
87.86,30.93,89.14,Eggplant
83.2,9.82,114.93,Eggplant
72.79,68.42,88.19,Eggplant
103.26,28.21,51.73,Eggplant
66.44,28.81,109.15,Eggplant
83.47,72.58,12.33,Eggplant
67.11,50.13,54.91,Eggplant
70.03,141.27,23.15,Eggplant
87.57,33.69,103.89,Eggplant
89.75,55.66,74.98,Eggplant
78.81,51.55,124.36,Eggplant
72.57,36.47,76.21,Eggplant
83.09,60.61,44.96,Eggplant
80.63,46.59,107.7,Eggplant
81.79,73.53,76.28,Eggplant
71.64,63.2,68.96,Eggplant
73.66,-1.73,73.55,Eggplant
77.05,78.59,93.17,Eggplant
72.01,69.97,69.51,Eggplant
55.37,-8.53,48.95,Eggplant
81.48,51.78,67.89,Eggplant
72.36,61.3,1.4,Eggplant
85.47,99.41,36.54,Eggplant
103.77,91.97,115.42,Eggplant
80.3,54.58,19.88,Eggplant
78.05,80.98,73.76,Eggplant
82.39,43.29,90.39,Eggplant
86.98,2.64,42.46,Eggplant
71.85,15.11,80.9,Eggplant
74.45,85.6,20.44,Eggplant
96.86,86.43,70.33,Eggplant
75.93,23.09,51.56,Eggplant
85.69,58.19,57.53,Eggplant
82.56,15.53,31.52,Eggplant
79.09,93.28,40.55,Eggplant
97.08,63.49,34.06,Eggplant
90.51,40.11,61.38,Eggplant
73.85,42.52,14.5,Eggplant
93.67,65.36,62.83,Eggplant
75.95,71.39,95.86,Eggplant
78.45,53.67,40.99,Eggplant
76.15,38.26,49.09,Eggplant
84.13,11.74,61.46,Eggplant
89.4,78.2,53.13,Eggplant
59.58,34.34,65.0,Eggplant
82.16,49.34,54.37,Eggplant
79.72,64.45,92.8,Eggplant
67.16,42.05,70.03,Eggplant
86.21,31.23,-3.28,Eggplant
81.71,29.29,64.69,Eggplant
63.14,56.3,62.26,Eggplant
83.99,73.05,83.79,Eggplant
72.39,32.28,7.31,Eggplant
76.8,72.8,94.26,Eggplant
85.89,22.41,41.71,Eggplant
96.31,41.46,68.41,Eggplant
78.89,78.68,29.57,Eggplant
82.52,52.69,37.03,Eggplant
68.94,70.73,61.49,Eggplant
68.58,-16.98,64.75,Eggplant
84.15,59.39,48.59,Eggplant
78.46,77.44,89.99,Eggplant
73.58,29.25,20.34,Eggplant
81.84,36.94,80.61,Eggplant
62.86,32.75,116.28,Eggplant
73.3,84.57,53.45,Eggplant
77.42,61.79,87.8,Eggplant
66.74,19.59,58.57,Eggplant
84.45,-0.19,62.48,Eggplant
81.72,92.65,37.88,Eggplant
92.31,29.98,57.37,Eggplant
73.93,55.58,45.47,Eggplant
96.33,37.64,99.59,Eggplant
90.03,73.63,49.6,Eggplant
70.66,32.39,74.46,Eggplant
79.06,36.12,25.36,Eggplant
